RecordID,Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
312,2007-11-13,Canberra,10.1,27.9,0.0,7.2,13.0,WNW,30.0,S,NW,6.0,7.0,62.0,29.0,1022.0,1017.1,0.0,1.0,17.0,27.1,No,No
313,2007-11-14,Canberra,12.1,30.9,0.0,6.2,12.4,NW,44.0,WNW,W,7.0,20.0,67.0,20.0,1017.3,1013.1,1.0,4.0,19.7,30.7,No,No
314,2007-11-15,Canberra,10.1,31.2,0.0,8.8,13.1,NW,41.0,S,W,6.0,20.0,45.0,16.0,1018.2,1013.7,0.0,1.0,18.7,30.4,No,No
315,2007-11-16,Canberra,12.4,32.1,0.0,8.4,11.1,E,46.0,SE,WSW,7.0,9.0,70.0,22.0,1017.9,1012.8,0.0,3.0,19.1,30.7,No,No
316,2007-11-17,Canberra,13.8,31.2,0.0,7.2,8.4,ESE,44.0,WSW,W,6.0,19.0,72.0,23.0,1014.4,1009.8,7.0,6.0,20.2,29.8,No,Yes
317,2007-11-18,Canberra,11.7,30.0,1.2,7.2,10.1,S,52.0,SW,NE,6.0,11.0,59.0,26.0,1016.4,1013.0,1.0,5.0,20.1,28.6,Yes,No
318,2007-11-19,Canberra,12.4,32.3,0.6,7.4,13.0,E,39.0,NNE,W,4.0,17.0,60.0,25.0,1017.1,1013.3,1.0,3.0,20.2,31.2,No,No
319,2007-11-20,Canberra,15.6,33.4,0.0,8.0,10.4,NE,33.0,NNW,NNW,2.0,13.0,61.0,27.0,1018.5,1013.7,0.0,1.0,22.8,32.0,No,No
320,2008-12-01,Tuggeranong,13.1,24.2,0.0,,,WNW,61.0,NW,WNW,22.0,33.0,36.0,34.0,1005.6,1003.6,,,19.6,23.1,No,No
321,2008-12-02,Tuggeranong,5.7,24.2,0.0,,,WNW,48.0,NNW,WNW,17.0,26.0,38.0,25.0,1008.8,1006.3,,,16.4,22.9,No,No
322,2008-12-03,Tuggeranong,9.4,25.7,0.0,,,WNW,50.0,NNW,NW,11.0,24.0,35.0,26.0,1005.7,1005.9,,,19.4,24.6,No,No
323,2008-12-04,Tuggeranong,11.6,24.8,0.0,,,NE,43.0,ENE,NE,17.0,17.0,59.0,32.0,1017.7,1014.0,,,16.3,23.6,No,No
324,2008-12-05,Tuggeranong,14.6,29.1,0.4,,,WSW,35.0,E,WSW,6.0,11.0,91.0,47.0,1011.7,1007.7,,,15.5,25.6,No,No
325,2008-12-06,Tuggeranong,13.8,28.8,0.0,,,NW,46.0,N,NW,11.0,24.0,48.0,21.0,1007.6,1004.8,,,20.8,27.0,No,No
326,2008-12-07,Tuggeranong,16.5,26.4,0.0,,,WSW,56.0,W,W,15.0,24.0,38.0,12.0,1007.0,1005.2,,,20.8,26.2,No,No
327,2008-12-08,Tuggeranong,12.2,26.4,0.0,,,NW,39.0,WNW,NW,11.0,20.0,55.0,16.0,1012.7,1008.1,,,16.2,25.0,No,No
328,2008-12-09,Tuggeranong,10.0,28.1,0.0,,,W,41.0,NNE,WNW,6.0,19.0,69.0,14.0,1009.5,1004.6,,,17.1,26.0,No,No
329,2008-12-10,Tuggeranong,14.7,22.7,0.4,,,SE,39.0,NNW,ESE,6.0,19.0,53.0,48.0,1006.5,1007.0,,,19.2,22.7,No,No
330,2008-12-11,Tuggeranong,13.9,23.2,0.0,,,ENE,41.0,E,ENE,9.0,20.0,68.0,49.0,1012.4,1011.0,,,15.9,21.0,No,Yes
331,2008-12-12,Tuggeranong,12.5,20.7,4.8,,,ENE,46.0,E,E,6.0,11.0,92.0,90.0,1012.7,1006.7,,,12.9,14.4,Yes,Yes
332,2008-12-13,Tuggeranong,12.8,22.1,55.6,,,WNW,67.0,NW,WNW,33.0,37.0,61.0,65.0,992.8,992.6,,,20.5,17.9,Yes,No
333,2008-12-14,Tuggeranong,12.7,20.0,0.0,,,WSW,44.0,WSW,W,24.0,26.0,52.0,41.0,996.2,996.8,,,15.4,19.0,No,No
334,2008-12-15,Tuggeranong,10.7,23.2,0.0,,,WNW,41.0,SSE,NNE,20.0,13.0,48.0,39.0,1006.5,1005.6,,,14.9,22.1,No,No
335,2008-12-16,Tuggeranong,7.5,24.6,0.0,,,NW,39.0,NW,WNW,9.0,19.0,55.0,34.0,1011.2,1008.6,,,14.9,24.5,No,No
336,2008-12-17,Tuggeranong,10.2,24.8,0.0,,,NW,37.0,NW,S,4.0,11.0,54.0,83.0,1010.5,1008.7,,,19.1,17.1,No,Yes
337,2008-12-18,Tuggeranong,13.0,24.1,8.0,,,W,46.0,WNW,W,13.0,26.0,72.0,39.0,1003.8,1000.5,,,17.5,22.9,Yes,No
338,2008-12-19,Tuggeranong,8.2,20.8,0.6,,,SSE,46.0,S,SE,9.0,20.0,46.0,35.0,1005.2,1006.3,,,15.1,19.4,No,No
339,2008-12-20,Tuggeranong,8.0,21.4,0.0,,,SSE,41.0,SSW,NNE,13.0,13.0,57.0,36.0,1018.3,1016.2,,,11.8,20.9,No,No
340,2008-12-01,MountGinini,5.2,13.0,0.4,,,,,,,,,,,,,,,,,No,No
341,2008-12-02,MountGinini,3.0,15.0,0.4,,,,,W,WNW,26.0,24.0,66.0,51.0,,,,,7.1,14.2,No,No
342,2008-12-03,MountGinini,6.0,15.0,0.0,,,,,W,W,33.0,30.0,58.0,50.0,,,,,9.8,14.2,No,No
343,2008-12-04,MountGinini,2.0,15.0,0.0,,,,,NNE,N,11.0,15.0,82.0,52.0,,,,,6.9,13.4,No,Yes
344,2008-12-05,MountGinini,8.0,17.8,3.0,,,,,,,,,,,,,,,,,Yes,No
345,2008-12-06,MountGinini,9.4,17.0,0.4,,,,,,W,,30.0,,45.0,,,,,,14.8,No,No
346,2008-12-07,MountGinini,6.0,16.0,0.0,,,,,WSW,W,30.0,24.0,72.0,30.0,,,,,9.5,15.5,No,No
347,2008-12-08,MountGinini,1.7,16.0,0.0,,,,,,W,,22.0,,45.0,,,,,,14.2,No,No
348,2008-12-09,MountGinini,6.0,17.9,0.0,,,,,W,W,22.0,17.0,43.0,33.0,,,,,11.0,17.2,No,Yes
349,2008-12-10,MountGinini,6.5,17.8,2.0,,,,,,NW,,13.0,,64.0,,,,,,15.0,Yes,No
350,2008-12-11,MountGinini,5.6,13.1,0.6,,,,,,,,,,,,,,,,,No,Yes
351,2008-12-12,MountGinini,4.9,14.0,5.0,,,,,,ENE,,26.0,,,,,,,,7.9,Yes,Yes
352,2008-12-13,MountGinini,6.0,13.8,46.0,,,,,WNW,,37.0,,100.0,,,,,,9.1,,Yes,Yes
353,2008-12-14,MountGinini,2.8,8.0,9.0,,,,,,WSW,,24.0,,100.0,,,,,,5.5,Yes,No
354,2008-12-15,MountGinini,1.0,15.0,0.0,,,,,S,WSW,11.0,20.0,94.0,68.0,,,,,5.5,13.5,No,No
355,2008-12-16,MountGinini,2.0,15.0,0.0,,,,,WSW,WSW,20.0,22.0,61.0,70.0,,,,,8.3,12.6,No,No
356,2008-12-17,MountGinini,7.0,15.0,0.0,,,,,W,SW,17.0,24.0,84.0,100.0,,,,,11.8,7.8,No,Yes
357,2008-12-18,MountGinini,6.4,14.0,12.0,,,,,,,,,,,,,,,,,Yes,Yes
358,2008-12-19,MountGinini,2.0,11.8,4.0,,,,,WSW,WSW,20.0,19.0,89.0,58.0,,,,,4.8,10.0,Yes,No
359,2008-12-20,MountGinini,-1.0,13.0,0.0,,,,,,NE,,11.0,,65.0,,,,,,11.7,No,No
360,2008-12-01,Ballarat,5.8,17.6,3.2,,,W,52.0,W,WNW,26.0,30.0,71.0,37.0,1008.2,1007.5,6.0,,10.4,15.7,Yes,No
361,2008-12-02,Ballarat,4.3,19.5,0.4,,,WNW,44.0,WNW,WNW,20.0,24.0,66.0,47.0,1009.3,1007.3,6.0,8.0,12.5,17.6,No,No
362,2008-12-03,Ballarat,9.5,18.8,0.6,,,W,43.0,WSW,SW,22.0,20.0,82.0,42.0,1009.5,1011.5,4.0,8.0,11.2,16.5,No,No
363,2008-12-04,Ballarat,6.7,21.8,0.2,,,NNE,39.0,ENE,N,9.0,22.0,60.0,33.0,1016.2,1012.6,4.0,,14.4,20.6,No,Yes
364,2008-12-05,Ballarat,13.3,25.6,1.2,,,NW,61.0,NNW,NW,30.0,39.0,74.0,40.0,1006.6,1005.5,6.0,1.0,18.3,24.3,Yes,No
365,2008-12-06,Ballarat,9.6,23.0,0.0,,,WNW,61.0,WNW,WNW,15.0,39.0,76.0,42.0,1009.6,1005.7,6.0,6.0,13.8,20.8,No,No
366,2008-12-07,Ballarat,4.6,16.4,0.0,,,SW,39.0,SW,SW,20.0,24.0,71.0,42.0,1012.3,1012.1,4.0,4.0,9.6,15.6,No,No
367,2008-12-08,Ballarat,2.9,23.1,0.2,,,NW,43.0,SSE,WSW,17.0,7.0,64.0,30.0,1014.0,1010.5,4.0,,9.7,20.6,No,No
368,2008-12-09,Ballarat,5.3,17.6,0.0,,,S,35.0,NW,SSE,9.0,19.0,55.0,87.0,1007.5,1006.4,8.0,8.0,13.2,12.4,No,Yes
369,2008-12-10,Ballarat,8.3,18.3,5.0,,,SE,50.0,SSE,SE,28.0,22.0,71.0,43.0,1011.8,1010.9,6.0,,10.6,18.1,Yes,No
370,2008-12-11,Ballarat,6.9,23.8,0.0,,,SSE,54.0,SE,SSE,28.0,26.0,67.0,28.0,1013.8,1011.0,0.0,,12.2,22.9,No,No
371,2008-12-12,Ballarat,12.1,19.6,0.0,,,SE,41.0,NE,E,24.0,11.0,47.0,97.0,1006.2,1002.2,8.0,8.0,18.8,15.3,No,Yes
372,2008-12-13,Ballarat,13.1,13.9,53.6,,,SW,63.0,SSW,SW,26.0,39.0,99.0,99.0,990.5,996.5,8.0,8.0,13.5,13.0,Yes,Yes
373,2008-12-14,Ballarat,10.0,16.2,11.0,,,SSW,46.0,SSW,SW,19.0,26.0,99.0,71.0,1005.8,1007.5,8.0,7.0,11.0,15.0,Yes,Yes
374,2008-12-15,Ballarat,8.3,18.7,1.4,,,W,37.0,SW,WNW,17.0,20.0,72.0,50.0,1012.3,1011.2,8.0,4.0,9.2,16.9,Yes,No
375,2008-12-16,Ballarat,7.9,19.1,0.0,,,W,35.0,W,W,15.0,24.0,84.0,57.0,1012.5,1011.6,7.0,,13.4,17.9,No,Yes
376,2008-12-17,Ballarat,10.3,20.1,1.8,,,ESE,31.0,S,WSW,7.0,7.0,91.0,64.0,1012.3,1008.8,7.0,8.0,12.3,18.7,Yes,No
377,2008-12-18,Ballarat,11.1,19.2,0.6,,,SSW,48.0,SW,WSW,15.0,22.0,86.0,49.0,1005.6,1005.1,7.0,6.0,13.6,18.8,No,Yes
378,2008-12-19,Ballarat,6.3,16.9,1.4,,,SSW,52.0,SSW,SSW,26.0,26.0,69.0,41.0,1014.1,1014.6,6.0,1.0,8.9,16.3,Yes,No
379,2008-12-20,Ballarat,5.5,21.4,0.0,,,SSE,37.0,SSE,SE,22.0,20.0,76.0,44.0,1020.4,1018.0,6.0,,11.6,20.6,No,No
380,2008-12-01,Bendigo,9.1,21.7,0.0,7.4,,W,44.0,WNW,WSW,20.0,20.0,47.0,23.0,1009.1,1007.5,2.0,5.0,14.0,19.4,No,No
381,2008-12-02,Bendigo,6.2,23.0,0.0,8.8,,W,48.0,WNW,WNW,20.0,26.0,49.0,29.0,1010.4,1007.8,1.0,5.0,15.2,21.2,No,No
382,2008-12-03,Bendigo,10.8,23.7,0.0,6.2,,WSW,44.0,SW,W,17.0,24.0,49.0,23.0,1009.4,1010.7,5.0,3.0,17.1,21.8,No,No
383,2008-12-04,Bendigo,8.2,24.6,0.0,5.8,,NNE,41.0,SE,NNE,17.0,13.0,50.0,22.0,1017.0,1012.5,2.0,8.0,16.1,23.6,No,No
384,2008-12-05,Bendigo,15.1,30.3,0.2,5.8,,NW,54.0,NW,W,19.0,31.0,68.0,29.0,1008.0,1005.0,7.0,1.0,21.3,29.2,No,No
385,2008-12-06,Bendigo,9.9,27.2,0.2,9.6,,WNW,54.0,WNW,NW,9.0,30.0,60.0,29.0,1010.0,1005.6,1.0,4.0,18.0,26.2,No,No
386,2008-12-07,Bendigo,8.0,22.0,0.2,4.4,,SW,43.0,SSW,SSW,22.0,15.0,47.0,26.0,1012.4,1010.7,1.0,1.0,13.1,20.4,No,No
387,2008-12-08,Bendigo,7.8,25.5,0.0,5.6,,W,35.0,S,WSW,11.0,17.0,47.0,17.0,1014.2,1010.6,0.0,1.0,13.9,23.5,No,No
388,2008-12-09,Bendigo,9.7,22.0,0.0,6.6,,WSW,39.0,SSE,WSW,7.0,17.0,44.0,42.0,1007.0,1006.2,7.0,8.0,16.5,18.9,No,Yes
389,2008-12-10,Bendigo,9.8,23.2,3.2,2.0,,SE,39.0,SE,S,24.0,17.0,62.0,30.0,1010.4,1009.3,1.0,3.0,15.3,21.6,Yes,No
390,2008-12-11,Bendigo,8.7,28.7,0.2,7.2,,SSE,43.0,SSE,ESE,22.0,13.0,43.0,13.0,1012.8,1009.7,1.0,2.0,16.8,26.3,No,No
391,2008-12-12,Bendigo,16.5,19.9,0.0,7.4,,ENE,44.0,NE,ENE,13.0,20.0,57.0,94.0,1007.1,1001.9,8.0,8.0,19.4,16.6,No,Yes
392,2008-12-13,Bendigo,14.1,20.2,30.4,0.8,,SW,70.0,WNW,SW,13.0,33.0,94.0,68.0,989.5,994.6,8.0,6.0,15.6,18.6,Yes,Yes
393,2008-12-14,Bendigo,10.9,21.5,4.0,3.2,,S,50.0,SSW,SSW,19.0,28.0,79.0,41.0,1004.7,1005.4,8.0,6.0,14.4,20.8,Yes,No
394,2008-12-15,Bendigo,9.9,21.2,0.0,6.4,,S,41.0,S,WSW,13.0,19.0,58.0,37.0,1012.7,1011.2,7.0,1.0,11.8,18.8,No,No
395,2008-12-16,Bendigo,7.9,23.9,0.0,3.0,,W,39.0,W,WNW,13.0,19.0,49.0,41.0,1012.5,1011.2,1.0,6.0,18.3,22.0,No,Yes
396,2008-12-17,Bendigo,13.5,22.0,1.2,5.2,,N,24.0,SSE,NNE,4.0,11.0,86.0,58.0,1012.5,1008.4,7.0,7.0,14.9,20.9,Yes,Yes
397,2008-12-18,Bendigo,12.7,21.8,10.0,3.4,,SSW,44.0,N,SW,7.0,20.0,95.0,44.0,1006.1,1004.1,8.0,3.0,14.7,20.3,Yes,Yes
398,2008-12-19,Bendigo,8.4,20.3,5.8,4.2,,SSE,43.0,S,SSE,20.0,19.0,58.0,32.0,1013.5,1013.6,3.0,2.0,12.3,17.8,Yes,No
399,2008-12-20,Bendigo,6.3,24.4,0.0,6.2,,SE,35.0,SE,SE,22.0,11.0,51.0,24.0,1019.9,1017.3,1.0,1.0,14.8,23.0,No,No
400,2009-01-01,Sale,10.7,22.1,0.0,10.0,11.5,WSW,76.0,W,WSW,41.0,31.0,46.0,62.0,1001.7,1003.4,4.0,6.0,18.4,16.7,No,No
401,2009-01-02,Sale,8.0,18.9,0.0,,11.7,W,50.0,W,WSW,30.0,33.0,61.0,36.0,1016.2,1017.3,3.0,6.0,12.5,16.7,No,No
402,2009-01-03,Sale,4.2,20.0,0.0,4.0,9.1,ESE,33.0,WNW,ESE,7.0,15.0,63.0,43.0,1020.9,1018.0,1.0,6.0,12.9,18.8,No,No
403,2009-01-04,Sale,6.7,24.3,0.0,5.0,10.5,ESE,33.0,SSW,E,6.0,19.0,70.0,47.0,1017.0,1013.4,3.0,5.0,16.4,23.2,No,No
404,2009-01-05,Sale,8.9,27.9,0.0,6.8,10.8,ENE,37.0,WNW,SE,11.0,24.0,79.0,52.0,1011.4,1008.9,6.0,1.0,15.9,25.5,No,No
405,2009-01-06,Sale,10.8,32.2,0.0,6.6,13.4,SE,44.0,W,SE,13.0,30.0,58.0,45.0,1010.0,1006.9,0.0,1.0,19.7,26.3,No,No
406,2009-01-07,Sale,15.3,20.2,0.0,7.8,0.5,W,30.0,SSW,SE,15.0,15.0,84.0,74.0,1008.6,1008.3,8.0,7.0,17.8,19.6,No,No
407,2009-01-08,Sale,11.4,20.4,0.0,2.8,9.5,SSW,43.0,W,SW,20.0,28.0,59.0,49.0,1016.0,1017.2,4.0,6.0,16.3,16.8,No,No
408,2009-01-09,Sale,4.7,21.1,0.0,4.0,12.8,E,43.0,NW,E,9.0,20.0,66.0,33.0,1021.6,1018.6,1.0,,13.6,20.4,No,No
409,2009-01-10,Sale,10.6,26.3,0.0,8.2,9.8,S,44.0,NW,SSE,11.0,22.0,73.0,54.0,1012.8,1009.8,7.0,6.0,16.2,22.9,No,No
410,2009-01-11,Sale,11.0,22.5,0.0,6.6,5.0,SE,33.0,S,SE,11.0,13.0,73.0,61.0,1011.4,1009.7,7.0,7.0,19.3,21.4,No,No
411,2009-01-12,Sale,7.7,23.3,0.0,5.0,13.3,ESE,35.0,WNW,ESE,11.0,20.0,68.0,52.0,1018.4,1017.9,3.0,3.0,16.2,22.9,No,No
412,2009-01-13,Sale,11.9,34.7,0.0,5.8,12.5,ESE,37.0,ENE,SSE,6.0,15.0,74.0,27.0,1014.8,1010.1,1.0,1.0,18.4,33.1,No,No
413,2009-01-14,Sale,13.4,39.3,0.0,,9.8,NW,56.0,E,SE,4.0,19.0,48.0,41.0,1006.3,1005.7,4.0,6.0,25.8,30.7,No,No
414,2009-01-15,Sale,15.1,25.7,0.0,10.0,7.3,W,54.0,WSW,W,31.0,26.0,65.0,36.0,1013.0,1012.7,7.0,7.0,16.8,23.1,No,No
415,2009-01-16,Sale,12.7,21.2,0.4,8.4,8.7,WSW,69.0,W,W,28.0,39.0,91.0,25.0,1014.8,1015.7,7.0,4.0,13.0,20.3,No,No
416,2009-01-17,Sale,9.3,22.4,0.4,7.4,10.3,SE,35.0,W,SE,15.0,24.0,60.0,40.0,1023.2,1021.8,7.0,1.0,14.1,20.7,No,No
417,2009-01-18,Sale,6.7,24.3,0.0,4.6,13.6,ESE,35.0,NW,ESE,9.0,24.0,72.0,46.0,1022.1,1018.9,0.0,0.0,13.8,22.7,No,No
418,2009-01-19,Sale,8.4,28.3,0.0,6.8,13.2,ESE,37.0,NNE,ESE,4.0,28.0,76.0,46.0,1014.6,1011.1,1.0,1.0,16.8,26.9,No,No
419,2009-01-20,Sale,12.5,39.7,0.0,7.6,11.8,WNW,57.0,NNE,W,7.0,35.0,53.0,11.0,1005.8,1002.5,1.0,4.0,22.8,39.3,No,No
420,2009-01-01,MelbourneAirport,11.2,19.9,0.0,5.6,8.8,SW,69.0,W,SW,33.0,43.0,55.0,37.0,1005.1,1006.4,7.0,7.0,15.9,18.1,No,Yes
421,2009-01-02,MelbourneAirport,7.8,17.8,1.2,7.2,12.9,SSE,56.0,SW,SSE,31.0,26.0,50.0,43.0,1018.0,1019.3,6.0,7.0,12.5,15.8,Yes,No
422,2009-01-03,MelbourneAirport,6.3,21.1,0.0,6.2,10.5,SSE,31.0,E,S,13.0,19.0,51.0,35.0,1020.8,1017.6,1.0,7.0,13.4,19.6,No,No
423,2009-01-04,MelbourneAirport,8.1,29.2,0.0,6.4,12.5,SSE,35.0,NE,SSE,2.0,20.0,67.0,23.0,1016.2,1012.8,5.0,4.0,16.0,28.2,No,No
424,2009-01-05,MelbourneAirport,9.7,29.0,0.0,7.4,12.3,SE,33.0,SW,SSE,9.0,20.0,51.0,31.0,1011.9,1010.3,6.0,2.0,19.4,27.1,No,No
425,2009-01-06,MelbourneAirport,13.5,31.7,0.0,7.2,13.7,SSE,50.0,NNE,S,11.0,28.0,50.0,34.0,1010.7,1007.7,0.0,1.0,21.3,29.8,No,No
426,2009-01-07,MelbourneAirport,15.8,21.4,0.2,8.8,4.4,S,46.0,SSW,SSE,17.0,28.0,98.0,67.0,1010.0,1009.9,8.0,7.0,16.0,19.9,No,No
427,2009-01-08,MelbourneAirport,9.7,18.4,0.2,5.2,11.5,SE,56.0,SSW,SSE,28.0,35.0,51.0,42.0,1017.4,1018.9,2.0,5.0,14.5,17.7,No,No
428,2009-01-09,MelbourneAirport,10.2,19.7,0.0,5.6,12.6,S,43.0,SSE,S,19.0,28.0,51.0,42.0,1021.4,1018.0,2.0,7.0,14.2,19.3,No,No
429,2009-01-10,MelbourneAirport,10.7,23.6,0.0,7.2,10.2,S,43.0,WSW,S,7.0,24.0,76.0,46.0,1013.8,1010.3,7.0,1.0,14.5,21.8,No,No
430,2009-01-11,MelbourneAirport,10.7,23.5,0.0,6.6,10.2,S,41.0,SW,SSE,9.0,17.0,77.0,52.0,1012.0,1009.7,8.0,1.0,14.8,23.0,No,No
431,2009-01-12,MelbourneAirport,10.4,25.1,0.0,5.2,7.8,SSE,26.0,SSW,SE,11.0,17.0,73.0,47.0,1018.6,1017.4,8.0,5.0,15.3,22.4,No,No
432,2009-01-13,MelbourneAirport,11.5,37.1,0.0,6.8,13.5,N,52.0,N,NNW,35.0,22.0,39.0,12.0,1013.8,1010.0,0.0,0.0,25.0,35.1,No,No
433,2009-01-14,MelbourneAirport,24.9,33.5,0.0,18.6,12.3,N,57.0,N,S,35.0,24.0,12.0,45.0,1007.5,1009.4,3.0,4.0,31.2,24.8,No,No
434,2009-01-15,MelbourneAirport,13.8,23.1,0.0,9.2,10.1,SW,44.0,SW,SE,28.0,22.0,56.0,44.0,1015.8,1014.5,7.0,5.0,16.5,21.4,No,No
435,2009-01-16,MelbourneAirport,12.7,21.6,0.0,8.6,9.9,WSW,61.0,SW,S,28.0,28.0,59.0,33.0,1017.4,1018.4,7.0,6.0,15.5,19.8,No,No
436,2009-01-17,MelbourneAirport,12.5,19.8,0.0,8.8,12.1,S,41.0,SSE,S,28.0,26.0,50.0,44.0,1022.7,1022.7,4.0,2.0,14.5,18.8,No,No
437,2009-01-18,MelbourneAirport,7.5,26.3,0.0,6.6,13.0,SSE,31.0,SE,SSE,7.0,20.0,67.0,32.0,1021.9,1019.0,1.0,0.0,14.7,24.5,No,No
438,2009-01-19,MelbourneAirport,11.9,37.0,0.0,7.8,13.4,N,54.0,N,WNW,28.0,22.0,22.0,7.0,1013.6,1009.0,1.0,1.0,26.3,35.3,No,No
439,2009-01-20,MelbourneAirport,18.4,40.2,0.0,15.8,12.0,SW,100.0,N,SSE,37.0,37.0,18.0,26.0,1005.6,1006.0,1.0,3.0,29.5,29.3,No,No
440,2008-07-01,Melbourne,9.5,15.4,2.0,2.8,7.0,W,63.0,W,W,37.0,35.0,60.0,38.0,1006.8,1010.3,1.0,7.0,11.0,14.6,Yes,No
441,2008-07-02,Melbourne,11.0,14.5,0.6,5.2,4.0,W,63.0,W,WSW,30.0,35.0,66.0,52.0,1013.4,1016.2,7.0,4.0,11.8,13.7,No,Yes
442,2008-07-03,Melbourne,8.4,14.1,1.4,2.0,0.8,W,39.0,W,W,17.0,24.0,72.0,58.0,1024.8,1024.3,7.0,7.0,10.6,13.9,Yes,No
443,2008-07-04,Melbourne,9.1,14.5,0.6,1.8,4.2,E,19.0,NNW,N,9.0,7.0,87.0,49.0,1030.2,1029.0,7.0,6.0,10.2,13.1,No,No
444,2008-07-05,Melbourne,4.3,15.5,0.0,0.8,8.4,N,52.0,N,NNE,24.0,30.0,81.0,52.0,1028.9,1024.9,2.0,5.0,5.5,14.6,No,No
445,2008-07-06,Melbourne,5.5,15.4,0.0,2.8,3.0,N,74.0,N,NNW,31.0,44.0,68.0,48.0,1023.1,1020.1,6.0,6.0,11.6,14.6,No,No
446,2008-07-07,Melbourne,11.5,14.3,0.0,3.0,1.0,NNE,57.0,N,N,28.0,22.0,73.0,63.0,1016.3,1012.9,8.0,7.0,12.2,13.3,No,Yes
447,2008-07-08,Melbourne,6.9,10.4,5.0,1.2,0.3,N,37.0,N,N,13.0,11.0,80.0,71.0,1017.1,1017.0,8.0,7.0,7.3,10.3,Yes,Yes
448,2008-07-09,Melbourne,3.6,14.8,1.2,0.4,6.5,N,35.0,N,WSW,11.0,17.0,95.0,61.0,1023.1,1019.6,1.0,7.0,4.2,13.1,Yes,Yes
449,2008-07-10,Melbourne,4.2,13.5,3.0,2.2,7.0,WNW,69.0,N,WNW,15.0,46.0,87.0,33.0,1009.4,1006.7,6.0,3.0,9.0,12.2,Yes,No
450,2008-07-11,Melbourne,7.4,13.5,0.2,1.8,5.6,WSW,52.0,W,WSW,26.0,26.0,71.0,56.0,1016.3,1018.5,3.0,6.0,9.2,13.0,No,No
451,2008-07-12,Melbourne,6.6,11.3,0.0,2.0,0.0,N,91.0,N,N,22.0,46.0,68.0,53.0,1023.2,1018.5,7.0,8.0,8.4,10.3,No,No
452,2008-07-13,Melbourne,8.4,14.3,0.0,3.8,4.2,N,87.0,N,N,33.0,44.0,49.0,55.0,1017.1,1014.4,7.0,4.0,11.3,13.8,No,No
453,2008-07-14,Melbourne,7.4,18.9,0.0,2.6,9.4,N,54.0,SSW,N,7.0,26.0,78.0,24.0,1017.4,1016.2,1.0,5.0,8.5,17.9,No,No
454,2008-07-15,Melbourne,8.4,17.6,0.0,2.8,3.4,NNE,39.0,N,N,17.0,24.0,70.0,51.0,1019.9,1018.2,7.0,6.0,10.8,16.1,No,No
455,2008-07-16,Melbourne,6.2,16.4,0.0,2.6,8.3,N,43.0,N,N,19.0,30.0,86.0,55.0,1022.2,1018.7,1.0,6.0,7.5,14.1,No,No
456,2008-07-17,Melbourne,7.5,13.6,0.0,1.8,1.0,N,59.0,N,N,35.0,30.0,70.0,47.0,1013.5,1009.2,7.0,7.0,11.4,13.4,No,No
457,2008-07-18,Melbourne,9.1,12.4,0.8,1.8,2.1,SW,56.0,WNW,WSW,20.0,19.0,87.0,70.0,1008.2,1009.0,8.0,7.0,9.3,11.7,No,Yes
458,2008-07-19,Melbourne,6.4,14.1,1.6,1.4,1.4,N,72.0,N,N,33.0,43.0,74.0,55.0,1012.5,1009.2,7.0,7.0,8.3,13.0,Yes,No
459,2008-07-20,Melbourne,8.3,14.0,0.8,4.6,0.1,NNE,63.0,NNE,N,43.0,39.0,63.0,60.0,1004.4,1001.5,8.0,7.0,12.4,13.4,No,Yes
460,2009-01-01,Mildura,13.8,27.4,0.0,9.6,12.6,SSW,56.0,SW,WSW,17.0,31.0,51.0,24.0,1009.8,1008.5,6.0,1.0,19.2,26.0,No,No
461,2009-01-02,Mildura,8.9,24.8,0.0,12.4,13.3,S,39.0,SSE,SSE,24.0,15.0,39.0,21.0,1019.8,1017.7,0.0,,14.1,23.3,No,No
462,2009-01-03,Mildura,10.6,28.6,0.0,9.2,13.6,ESE,30.0,E,SW,20.0,9.0,39.0,18.0,1019.2,1016.0,0.0,1.0,17.0,27.1,No,No
463,2009-01-04,Mildura,13.2,34.5,0.0,8.8,13.5,NNW,26.0,E,NW,9.0,17.0,24.0,9.0,1014.2,1012.1,2.0,2.0,24.1,32.8,No,No
464,2009-01-05,Mildura,16.5,37.3,0.0,10.4,13.4,WSW,37.0,SSE,WNW,11.0,13.0,37.0,7.0,1013.7,1010.8,1.0,1.0,23.7,35.6,No,No
465,2009-01-06,Mildura,15.7,39.2,0.0,13.4,13.4,W,37.0,SSE,W,9.0,15.0,34.0,6.0,1011.8,1007.7,0.0,0.0,23.3,37.8,No,No
466,2009-01-07,Mildura,17.0,32.3,0.0,12.6,13.1,WSW,48.0,SSW,SW,11.0,26.0,67.0,22.0,1010.0,1008.7,3.0,1.0,19.9,31.5,No,No
467,2009-01-08,Mildura,12.9,27.3,0.0,13.6,12.5,SSE,46.0,SSE,SSW,24.0,17.0,50.0,20.0,1018.3,1017.0,0.0,1.0,16.1,24.7,No,No
